Product Name,GPU Chip,Release Date,Bus,Memory,GPU Clock,Memory Clock,Shaders/TMUs/ROPs
HD Graphics 5600,Broadwell GT2,"Sep 5th, 2014",Ring Bus,System Shared,300 MHz,System Shared,192 / 24 / 3
HD Graphics 6000,Broadwell GT3,"Sep 5th, 2014",Ring Bus,System Shared,300 MHz,System Shared,384 / 48 / 6
HD Graphics P5700,Broadwell GT2,"Sep 5th, 2014",Ring Bus,System Shared,700 MHz,System Shared,192 / 24 / 3
Iris Graphics 6100,Broadwell GT3,"Sep 5th, 2014",Ring Bus,System Shared,300 MHz,System Shared,384 / 48 / 6
Iris Pro Graphics 6200,Broadwell GT3e,"Sep 5th, 2014",Ring Bus,System Shared,300 MHz,System Shared,384 / 48 / 6
Iris Pro Graphics 6200,Broadwell GT3e,"Sep 5th, 2014",Ring Bus,System Shared,300 MHz,System Shared,384 / 48 / 6
Iris Pro Graphics P6300,Broadwell GT3e,"Sep 5th, 2014",Ring Bus,System Shared,300 MHz,System Shared,384 / 48 / 6
Tesla K80,GK210,"Nov 17th, 2014",PCIe 3.0 x16,"12 GB, GDDR5, 384 bit",562 MHz,1253 MHz,2496 / 208 / 48
Jetson TK1 GPU,GK20A,"Oct 15th, 2014",IGP,System Shared,756 MHz,System Shared,192 / 8 / 4
GeForce GTX 970M,GM204,"Oct 7th, 2014",MXM-B (3.0),"3 GB, GDDR5, 192 bit",924 MHz,1253 MHz,1280 / 80 / 48
GeForce GTX 970M,GM204,"Oct 7th, 2014",MXM-B (3.0),"6 GB, GDDR5, 192 bit",924 MHz,1253 MHz,1280 / 80 / 48
GeForce GTX 980M,GM204,"Oct 7th, 2014",MXM-B (3.0),"8 GB, GDDR5, 256 bit",1038 MHz,1253 MHz,1536 / 96 / 64
GeForce GTX 980M,GM204,"Oct 7th, 2014",MXM-B (3.0),"8 GB, GDDR5, 256 bit",540 MHz,1253 MHz,1536 / 96 / 64
GeForce GT 720,GK208B,"Sep 29th, 2014",PCIe 2.0 x8,"1024 MB, DDR3, 64 bit",797 MHz,800 MHz,192 / 16 / 8
GeForce GTX 970,GM204,"Sep 19th, 2014",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",1050 MHz,1753 MHz,1664 / 104 / 56
GeForce GTX 980,GM204,"Sep 19th, 2014",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",1127 MHz,1753 MHz,2048 / 128 / 64
Tesla K8,GK104,"Sep 16th, 2014",PCIe 2.0 x16,"8 GB, GDDR5, 256 bit",693 MHz,1250 MHz,1536 / 128 / 32
GeForce GTX 660 Rev. 2,GK104,"Sep 13th, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 192 bit",980 MHz,1502 MHz,960 / 80 / 24
Quadro K100M,GK107,"Aug 22nd, 2014",MXM-A (3.0),"1024 MB, DDR3, 64 bit",850 MHz,800 MHz,192 / 16 / 8
Quadro K200M,GK107,"Aug 22nd, 2014",MXM-A (3.0),"1024 MB, DDR3, 64 bit",850 MHz,800 MHz,192 / 16 / 8
GeForce 805A,GK208,"Jul 22nd, 2014",PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",719 MHz,1001 MHz,192 / 16 / 8
GeForce 810A,GK208,"Jul 22nd, 2014",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",719 MHz,900 MHz,192 / 16 / 8
GeForce 830A,GM108,"Jul 22nd, 2014",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1082 MHz,900 MHz,256 / 16 / 8
Quadro K2200,GM107,"Jul 22nd, 2014",PCIe 2.0 x16,"4 GB, GDDR5, 128 bit",1046 MHz,1253 MHz,640 / 40 / 16
Quadro K420,GK107,"Jul 22nd, 2014",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",876 MHz,891 MHz,192 / 16 / 16
Quadro K4200,GK104,"Jul 22nd, 2014",PCIe 2.0 x16,"4 GB, GDDR5, 256 bit",771 MHz,1350 MHz,1344 / 112 / 32
Quadro K5200,GK110B,"Jul 22nd, 2014",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",667 MHz,1502 MHz,2304 / 192 / 48
Quadro K620,GM107,"Jul 22nd, 2014",PCIe 2.0 x16,"2 GB, DDR3, 128 bit",1058 MHz,900 MHz,384 / 24 / 16
Quadro K2200M,GM107,"Jul 19th, 2014",MXM-A (3.0),"2 GB, GDDR5, 128 bit",667 MHz,1253 MHz,640 / 40 / 16
GRID K120Q,GK107,"Jul 2nd, 2014",PCIe 3.0 x16,"512 MB, DDR3, 128 bit",850 MHz,891 MHz,192 / 16 / 16
GRID K220Q,GK104,"Jul 2nd, 2014",PCIe 3.0 x16,"512 MB, GDDR5, 256 bit",745 MHz,1250 MHz,1536 / 128 / 32
GRID K500,GK104,"Jul 2nd, 2014",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",745 MHz,1250 MHz,1536 / 128 / 32
GRID K520Q,GK104,"Jul 2nd, 2014",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",745 MHz,1250 MHz,1536 / 128 / 32
GRID K540Q,GK104,"Jul 2nd, 2014",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",745 MHz,1250 MHz,1536 / 128 / 32
GRID K560Q,GK104,"Jul 2nd, 2014",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",745 MHz,1250 MHz,1536 / 128 / 32
GeForce 705A,GF119,"Jul 1st, 2014",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",475 MHz,900 MHz,48 / 8 / 4
GeForce 720A,GF117,"Jul 1st, 2014",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",775 MHz,1000 MHz,96 / 16 / 8
GeForce GT 720A,GF117,"Jul 1st, 2014",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",775 MHz,1001 MHz,96 / 16 / 8
GeForce GT 730A,GK208,"Jul 1st, 2014",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",719 MHz,1001 MHz,384 / 32 / 8
GeForce GT 730,GK208B,"Jun 18th, 2014",PCIe 2.0 x8,"1024 MB, GDDR5, 64 bit",902 MHz,1253 MHz,384 / 32 / 8
GeForce GT 730,GF108,"Jun 18th, 2014",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",700 MHz,900 MHz,96 / 16 / 4
GeForce GT 730,GF108,"Jun 18th, 2014",PCIe 2.0 x16,"2 GB, DDR3, 128 bit",700 MHz,800 MHz,96 / 16 / 4
GeForce GT 740,GK107,"May 29th, 2014",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",993 MHz,1253 MHz,384 / 32 / 16
GeForce GTX TITAN Z,GK110B,"May 28th, 2014",PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",705 MHz,1750 MHz,2880 / 240 / 48
GeForce GT 705 OEM,GF119,"Mar 27th, 2014",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",874 MHz,825 MHz,48 / 8 / 4
GeForce GT 710,GK208,"Mar 27th, 2014",PCIe 2.0 x8,"2 GB, DDR3, 64 bit",954 MHz,900 MHz,192 / 16 / 8
GeForce GT 710,GK208B,"Mar 27th, 2014",PCIe 2.0 x8,"2 GB, DDR3, 64 bit",954 MHz,900 MHz,192 / 16 / 8
GeForce GT 710 PCIe x1,GK208B,"Mar 27th, 2014",PCIe 2.0 x1,"1024 MB, DDR3, 64 bit",954 MHz,800 MHz,192 / 16 / 8
GeForce GT 720,GK208,"Mar 27th, 2014",PCIe 2.0 x8,"2 GB, DDR3, 64 bit",967 MHz,900 MHz,384 / 32 / 8
GeForce 810M,GF117,"Mar 24th, 2014",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",738 MHz,900 MHz,48 / 8 / 8
GeForce 710A,GK208,"Mar 17th, 2014",PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",719 MHz,900 MHz,192 / 16 / 8
GeForce 800A,GF119,"Mar 17th, 2014",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",475 MHz,900 MHz,48 / 8 / 4
GeForce 800M,GF117,"Mar 17th, 2014",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",738 MHz,900 MHz,48 / 8 / 8
GeForce 820A,GF117,"Mar 17th, 2014",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",775 MHz,900 MHz,96 / 16 / 8
GeForce 840A,GM108,"Mar 17th, 2014",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1029 MHz,1001 MHz,384 / 16 / 8
GeForce GTX 760A,GK106,"Mar 17th, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",628 MHz,1002 MHz,768 / 64 / 16
GeForce GTX 850A,GM107,"Mar 17th, 2014",PCIe 3.0 x16,"2 GB, DDR3, 128 bit",902 MHz,900 MHz,640 / 40 / 16
Radeon R7 360E,Tobago,"Dec 30th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1050 MHz,1500 MHz,768 / 48 / 16
Radeon R6 M335DX,Jet,"Dec 12th, 2015",IGP,System Shared,955 MHz,System Shared,384 / 24 / 8
Radeon R6 M340DX,Jet,"Dec 12th, 2015",IGP,System Shared,955 MHz,System Shared,384 / 24 / 8
Radeon R8 M350DX,Jet,"Dec 12th, 2015",IGP,System Shared,955 MHz,System Shared,384 / 24 / 8
Radeon R7 M260X,Opal,"Dec 6th, 2015",PCIe 3.0 x8,"1024 MB, GDDR5, 128 bit",620 MHz,1000 MHz,384 / 24 / 8
Radeon R7 M340,Opal,"Dec 6th, 2015",PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",620 MHz,1000 MHz,384 / 24 / 8
FirePro W4300,Bonaire,"Dec 1st, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",930 MHz,1500 MHz,768 / 48 / 16
Radeon R9 380X,Antigua,"Nov 19th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",970 MHz,1425 MHz,2048 / 128 / 32
Radeon R7 Mobile Graphics,Wani,"Nov 15th, 2015",IGP,System Shared,200 MHz,System Shared,512 / 32 / 8
FirePro W4190M,Opal,"Nov 12th, 2015",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",825 MHz,1000 MHz,384 / 24 / 8
FirePro W6150M,Saturn,"Nov 12th, 2015",MXM-B (3.0),"4 GB, GDDR5, 128 bit",1075 MHz,1375 MHz,768 / 48 / 16
Radeon R5 Mobile Graphics,Wani,"Nov 7th, 2015",IGP,System Shared,200 MHz,System Shared,384 / 24 / 8
Radeon R6 Mobile Graphics,Wani,"Nov 7th, 2015",IGP,System Shared,200 MHz,System Shared,384 / 24 / 8
Radeon R5 A330,Exo,"Oct 21st, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1030 MHz,900 MHz,320 / 20 / 8
Radeon R5 A335,Exo,"Oct 21st, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1070 MHz,900 MHz,320 / 20 / 8
Radeon R5 M335,Exo,"Oct 21st, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1070 MHz,900 MHz,320 / 20 / 8
FirePro W5130M,Tropo,"Oct 2nd, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",900 MHz,1000 MHz,512 / 32 / 16
FirePro W7170M,Amethyst,"Oct 2nd, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",723 MHz,1250 MHz,2048 / 128 / 32
Radeon E6465,Caicos,"Sep 29th, 2015",PCIe 2.0 x16,"2 GB, GDDR5, 64 bit",600 MHz,800 MHz,160 / 8 / 4
Radeon E8870,Saturn,"Sep 29th, 2015",MXM-B (3.0),"4 GB, GDDR5, 128 bit",1000 MHz,1500 MHz,768 / 48 / 16
Radeon E8950,Amethyst,"Sep 29th, 2015",MXM-B (3.0),"8 GB, GDDR5, 256 bit",735 MHz,1500 MHz,2048 / 128 / 32
Radeon R9 390 X2,Grenada,"Sep 3rd, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 512 bit",1000 MHz,1350 MHz,2560 / 160 / 64
Radeon R9 370X,Trinidad,"Aug 27th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",980 MHz,1400 MHz,1280 / 80 / 32
Radeon R9 Nano,Fiji,"Aug 27th, 2015",PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1000 MHz,500 MHz,4096 / 256 / 64
Radeon R9 FURY,Fiji,"Jul 10th, 2015",PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1000 MHz,500 MHz,3584 / 224 / 64
FirePro S9170,Hawaii,"Jul 8th, 2015",PCIe 3.0 x16,"32 GB, GDDR5, 512 bit",930 MHz,1250 MHz,2816 / 176 / 64
Radeon R9 FURY X,Fiji,"Jun 24th, 2015",PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1050 MHz,500 MHz,4096 / 256 / 64
Radeon R7 360,Tobago,"Jun 18th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1000 MHz,1500 MHz,768 / 48 / 16
Radeon R7 360 896SP,Tobago,"Jun 18th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1100 MHz,1500 MHz,896 / 56 / 16
Radeon R7 370,Trinidad,"Jun 18th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",925 MHz,1400 MHz,1024 / 64 / 32
Radeon R9 380,Antigua,"Jun 18th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",970 MHz,1375 MHz,1792 / 112 / 32
Radeon R9 390,Grenada,"Jun 18th, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 512 bit",1000 MHz,1500 MHz,2560 / 160 / 64
Radeon R9 390X,Grenada,"Jun 18th, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 512 bit",1050 MHz,1500 MHz,2816 / 176 / 64
Radeon R9 370 1024SP,Trinidad,"Jun 12th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",925 MHz,1400 MHz,1024 / 64 / 32
Radeon R8 M365DX,Meso,"Jun 3rd, 2015",IGP,System Shared,900 MHz,System Shared,384 / 24 / 8
Radeon R5 310 OEM,Caicos,"May 5th, 2015",PCIe 2.0 x16,"2 GB, DDR3, 64 bit",775 MHz,805 MHz,160 / 8 / 4
Radeon R5 330 OEM,Hainan,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",830 MHz,900 MHz,320 / 20 / 8
Radeon R5 340 OEM,Oland,"May 5th, 2015",PCIe 3.0 x8,"1024 MB, GDDR5, 64 bit",730 MHz,1150 MHz,384 / 24 / 8
Radeon R5 340X OEM,Oland,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",900 MHz,1000 MHz,384 / 24 / 8
Radeon R5 M315,Meso,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",970 MHz,900 MHz,384 / 24 / 8
Radeon R5 M320,Jet,"May 5th, 2015",PCIe 3.0 x8,"4 GB, DDR3, 64 bit",780 MHz,1000 MHz,320 / 20 / 8
Radeon R5 M330,Exo,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",955 MHz,900 MHz,320 / 20 / 8
Radeon R7 340 OEM,Oland,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 128 bit",730 MHz,900 MHz,384 / 24 / 8
Radeon R7 340 OEM,Oland,"May 5th, 2015",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",730 MHz,1000 MHz,384 / 24 / 8
Radeon R7 350 OEM,Oland,"May 5th, 2015",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",1000 MHz,1150 MHz,384 / 24 / 8
Radeon R7 350X OEM,Oland,"May 5th, 2015",PCIe 3.0 x8,"4 GB, DDR3, 128 bit",1000 MHz,1000 MHz,384 / 24 / 8
Radeon R7 A360,Meso,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1100 MHz,900 MHz,384 / 24 / 8
Radeon R7 M340,Meso,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",943 MHz,1000 MHz,320 / 20 / 8
Radeon R7 M360,Meso,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1100 MHz,900 MHz,384 / 24 / 8
Radeon R7 M370,Litho,"May 5th, 2015",PCIe 3.0 x8,"4 GB, GDDR5, 128 bit",900 MHz,1150 MHz,384 / 24 / 8
Radeon R9 360 OEM,Tobago,"May 5th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1000 MHz,1625 MHz,768 / 48 / 16
Radeon R9 370,Trinidad,"May 5th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",925 MHz,1400 MHz,1280 / 80 / 32
Radeon R9 380 OEM,Antigua,"May 5th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",918 MHz,1375 MHz,1792 / 112 / 32
Radeon R9 M360,Tropo,"May 5th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",900 MHz,1125 MHz,512 / 32 / 16
Radeon R9 M370X Mac Edition,Tropo,"May 5th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",775 MHz,1125 MHz,640 / 40 / 16
Radeon R9 M375,Tropo,"May 5th, 2015",PCIe 3.0 x16,"2 GB, DDR3, 128 bit",1000 MHz,900 MHz,640 / 40 / 16
Radeon R9 M375X,Tropo,"May 5th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",925 MHz,1125 MHz,640 / 40 / 16
Radeon R9 M380,Strato,"May 5th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",900 MHz,1500 MHz,768 / 48 / 16
Radeon R9 M385,Strato,"May 5th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",900 MHz,1200 MHz,896 / 56 / 16
Radeon R9 M395 Mac Edition,Amethyst,"May 5th, 2015",MXM-B (3.0),"2 GB, GDDR5, 256 bit",834 MHz,1365 MHz,1792 / 112 / 32
HD Graphics 500,Apollo Lake GT1,"Sep 1st, 2015",Ring Bus,System Shared,200 MHz,System Shared,96 / 12 / 2
HD Graphics 510,Skylake GT1,"Sep 1st, 2015",Ring Bus,System Shared,300 MHz,System Shared,96 / 12 / 3
HD Graphics 510,Skylake GT1,"Sep 1st, 2015",Ring Bus,System Shared,350 MHz,System Shared,96 / 12 / 2
HD Graphics 515,Skylake GT2,"Sep 1st, 2015",Ring Bus,System Shared,300 MHz,System Shared,192 / 24 / 3
HD Graphics 520,Skylake GT2,"Sep 1st, 2015",Ring Bus,System Shared,300 MHz,System Shared,192 / 24 / 3
HD Graphics 530,Skylake GT2,"Sep 1st, 2015",Ring Bus,System Shared,350 MHz,System Shared,192 / 24 / 3
HD Graphics 530,Skylake GT2,"Sep 1st, 2015",Ring Bus,System Shared,350 MHz,System Shared,192 / 24 / 3
HD Graphics P530,Skylake GT2,"Sep 1st, 2015",Ring Bus,System Shared,350 MHz,System Shared,192 / 16 / 3
Iris Graphics 540,Skylake GT3e,"Sep 1st, 2015",Ring Bus,System Shared,300 MHz,System Shared,384 / 48 / 6
Iris Graphics 550,Skylake GT3e,"Sep 1st, 2015",Ring Bus,System Shared,300 MHz,System Shared,384 / 48 / 6
Iris Pro Graphics 580,Skylake GT4e,"Sep 1st, 2015",Ring Bus,System Shared,350 MHz,System Shared,576 / 72 / 9
Iris Pro Graphics P555,Skylake GT3e,"Sep 1st, 2015",Ring Bus,System Shared,350 MHz,System Shared,384 / 48 / 6
Iris Pro Graphics P580,Skylake GT4e,"Sep 1st, 2015",Ring Bus,System Shared,350 MHz,System Shared,576 / 72 / 9
Iris Pro Graphics P580,Skylake GT4e,"Sep 1st, 2015",Ring Bus,System Shared,350 MHz,System Shared,576 / 72 / 9
Quadro M2000M,GM107,"Dec 3rd, 2015",MXM-A (3.0),"4 GB, GDDR5, 128 bit",1029 MHz,1253 MHz,640 / 40 / 16
GeForce GTX 960 OEM,GM206,"Nov 26th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",1176 MHz,1753 MHz,1024 / 64 / 32
GeForce GTX 960 OEM,GM204,"Nov 26th, 2015",PCIe 3.0 x16,"3 GB, GDDR5, 192 bit",924 MHz,1253 MHz,1280 / 80 / 48
GeForce GTX 750 GM206,GM206,"Nov 17th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1087 MHz,1253 MHz,512 / 32 / 32
Tesla M4,GM206,"Nov 10th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",872 MHz,1375 MHz,1024 / 64 / 32
Tesla M40,GM200,"Nov 10th, 2015",PCIe 3.0 x16,"12 GB, GDDR5, 384 bit",948 MHz,1502 MHz,3072 / 192 / 96
Tesla M40 24 GB,GM200,"Nov 10th, 2015",PCIe 3.0 x16,"24 GB, GDDR5, 384 bit",948 MHz,1502 MHz,3072 / 192 / 96
NVS 810,GM107,"Nov 4th, 2015",PCIe 3.0 x16,"2 GB, DDR3, 64 bit",902 MHz,900 MHz,512 / 32 / 16
GeForce 945M,GM107,"Oct 27th, 2015",MXM-B (3.0),"2 GB, DDR3, 128 bit",928 MHz,900 MHz,640 / 40 / 16
GeForce GTX 980 Mobile,GM204,"Sep 21st, 2015",MXM-B (3.0),"8 GB, GDDR5, 256 bit",1064 MHz,1753 MHz,2048 / 128 / 64
GRID M6-8Q,GM204,"Aug 30th, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",722 MHz,1253 MHz,1536 / 96 / 64
GRID M60-1Q,GM204,"Aug 30th, 2015",PCIe 3.0 x16,"1024 MB, GDDR5, 256 bit",557 MHz,1253 MHz,2048 / 128 / 64
GRID M60-2Q,GM204,"Aug 30th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",557 MHz,1253 MHz,2048 / 128 / 64
GRID M60-4A,GM204,"Aug 30th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",557 MHz,1253 MHz,2048 / 128 / 64
GRID M60-8Q,GM204,"Aug 30th, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",557 MHz,1253 MHz,2048 / 128 / 64
Tesla M6,GM204,"Aug 30th, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",930 MHz,1253 MHz,1536 / 96 / 64
Tesla M60,GM204,"Aug 30th, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",557 MHz,1253 MHz,2048 / 128 / 64
GeForce 845M,GM108,"Aug 26th, 2015",PCIe 3.0 x8,"2 GB, GDDR5, 64 bit",1071 MHz,1253 MHz,384 / 32 / 16
GeForce GTX 950,GM206,"Aug 20th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1024 MHz,1653 MHz,768 / 48 / 32
Quadro M1000M,GM107,"Aug 18th, 2015",MXM-A (3.0),"2 GB, GDDR5, 128 bit",993 MHz,1253 MHz,512 / 32 / 16
Quadro M3000M,GM204,"Aug 18th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",1050 MHz,1253 MHz,1024 / 64 / 32
Quadro M4000M,GM204,"Aug 18th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",975 MHz,1253 MHz,1280 / 80 / 64
Quadro M5000M,GM204,"Aug 18th, 2015",MXM-B (3.0),"8 GB, GDDR5, 256 bit",975 MHz,1253 MHz,1536 / 96 / 64
Quadro M600M,GM107,"Aug 18th, 2015",MXM-A (3.0),"2 GB, GDDR5, 128 bit",837 MHz,1253 MHz,384 / 16 / 8
Quadro M4000,GM204,"Jun 29th, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",773 MHz,1502 MHz,1664 / 104 / 64
Quadro M5000,GM204,"Jun 29th, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",861 MHz,1653 MHz,2048 / 128 / 64
GeForce GTX 980 Ti,GM200,"Jun 2nd, 2015",PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",1000 MHz,1753 MHz,2816 / 176 / 96
Radeon Instinct MI6,Ellesmere,"Dec 12th, 2016",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1120 MHz,1750 MHz,2304 / 144 / 32
Radeon Instinct MI8,Fiji,"Dec 12th, 2016",PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1000 MHz,500 MHz,4096 / 256 / 64
Radeon R6 M435DX,Jet,"Dec 12th, 2016",IGP,System Shared,955 MHz,System Shared,384 / 24 / 8
Radeon R8 M435DX,Jet,"Dec 12th, 2016",IGP,System Shared,955 MHz,System Shared,384 / 24 / 8
Radeon Pro WX 5100,Ellesmere,"Nov 18th, 2016",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",713 MHz,1250 MHz,1792 / 112 / 32
Playstation 4 Pro GPU,Neo,"Nov 10th, 2016",IGP,"8 GB, GDDR5, 256 bit",911 MHz,1700 MHz,2304 / 144 / 32
Radeon Pro WX 4100,Baffin,"Nov 10th, 2016",PCIe 3.0 x8,"4 GB, GDDR5, 128 bit",1125 MHz,1500 MHz,1024 / 64 / 16
Radeon Pro WX 7100,Ellesmere,"Nov 10th, 2016",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1188 MHz,1750 MHz,2304 / 144 / 32
Radeon Pro 450,Baffin,"Oct 30th, 2016",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",800 MHz,1270 MHz,640 / 40 / 16
Radeon Pro 455,Baffin,"Oct 30th, 2016",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",855 MHz,1270 MHz,768 / 48 / 16
Radeon Pro 460,Baffin,"Oct 30th, 2016",PCIe 3.0 x8,"4 GB, GDDR5, 128 bit",850 MHz,1270 MHz,1024 / 64 / 16
Radeon RX 470D,Ellesmere,"Oct 21st, 2016",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",926 MHz,1650 MHz,1792 / 112 / 32
Radeon E9260 MXM,Baffin,"Sep 27th, 2016",MXM-A (3.0),"4 GB, GDDR5, 128 bit",1090 MHz,1750 MHz,896 / 48 / 16
Radeon E9260 PCIe,Baffin,"Sep 27th, 2016",PCIe 3.0 x8,"4 GB, GDDR5, 128 bit",1090 MHz,1750 MHz,896 / 48 / 16
Radeon E9550 MXM,Ellesmere,"Sep 27th, 2016",MXM-B (3.0),"8 GB, GDDR5, 256 bit",1120 MHz,1250 MHz,2304 / 144 / 32
Playstation 4 Slim GPU,Liverpool 16nm,"Sep 7th, 2016",IGP,"8 GB, GDDR5, 256 bit",800 MHz,1375 MHz,1152 / 72 / 32
Radeon RX 460,Baffin,"Aug 8th, 2016",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",1090 MHz,1750 MHz,896 / 56 / 16
Radeon RX 460 Mobile,Baffin,"Aug 8th, 2016",MXM-B (3.0),"4 GB, GDDR5, 128 bit",1000 MHz,1250 MHz,896 / 56 / 16
Radeon RX 470,Ellesmere,"Aug 4th, 2016",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",926 MHz,1650 MHz,2048 / 128 / 32
Radeon RX 470 Mobile,Ellesmere,"Aug 4th, 2016",MXM-B (3.0),"8 GB, GDDR5, 256 bit",926 MHz,1750 MHz,2048 / 128 / 32
Radeon RX 480 Mobile,Ellesmere,"Aug 4th, 2016",MXM-B (3.0),"8 GB, GDDR5, 256 bit",1000 MHz,2000 MHz,2304 / 144 / 32
Xbox One S GPU,Durango 2,"Aug 2nd, 2016",IGP,"8 GB, DDR3, 256 bit",914 MHz,1066 MHz,768 / 48 / 16
Radeon R7 350,Cape Verde,"Jul 6th, 2016",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",800 MHz,1125 MHz,512 / 32 / 16
Radeon R5 430 OEM,Oland,"Jun 30th, 2016",PCIe 3.0 x8,"2 GB, GDDR5, 64 bit",730 MHz,1150 MHz,384 / 24 / 8
